round,time,accuracy
1,21.34488974872402,64.13
2,42.68977949744804,84.69
3,63.787710444837884,89.39
4,84.9718819536641,93.51
5,106.1560534624903,94.44
6,127.25398440988015,95.04
7,148.59887415860416,95.6
8,169.78304566743037,96.23
9,190.8809766148202,96.51
10,212.22586636354424,96.72
