round,time,accuracy
1,142.41658309594388,52.81
2,282.5250543954251,82.76
3,422.6335256949063,89.79
4,465.2423813971101,93.05
5,607.658964493054,94.43
6,676.217533633176,94.74
7,816.3260049326573,95.63
8,849.0117414617922,95.97
9,917.5703106019142,96.36
10,986.1288797420362,96.5
