round,time,accuracy
1,21.694894441204664,29.13
2,73.12663334418966,75.06
3,100.46143189924157,84.96
4,121.55936284663142,90.65
5,245.0208502911047,93.85
6,332.8802028442772,93.82
7,475.29678594022107,95.14
8,563.1561384933937,95.29
9,686.6176259378669,95.98
10,708.4922681392993,96.43
