round,time,accuracy
1,12.018458220661548,33.27
2,24.036916441323097,77.49
3,36.055374661984644,88.12
4,48.073832882646194,89.89
5,60.092291103307744,93.68
6,72.11074932396929,94.23
7,83.94850116253664,94.78
8,95.96695938319819,95.47
9,107.98541760385973,95.82
10,120.00387582452127,96.21
