round,time,accuracy
1,140.10847129948124,51.67
2,227.96782385265377,85.01
3,255.30262240770568,89.61
4,292.0816642117052,92.74
5,360.6402333518272,94.37
6,500.74870465130846,95.21
7,543.3575603535122,95.61
8,631.2169129066847,96.08
9,654.3149296486705,96.47
10,796.7315127446144,96.55
