round,time,accuracy
1,15.635062435010138,53.97
2,31.270124870020275,81.18
3,46.90518730503041,90.55
4,62.54024974004055,92.92
5,78.17531217505069,94.41
6,93.81037461006083,95.0
7,109.44543704507097,95.6
8,125.08049948008112,95.91
9,140.71556191509126,96.21
10,156.35062435010138,96.55
